# temperature,rainfall,humidity
38,46,21
68,75,33
29,91,68
36,70,60
71,28,74
32,28,56
70,20,91
56,84,43
34,66,92
46,77,65
100,52,71
80,24,71
36,82,38
37,97,68
63,23,69
62,43,43
62,67,90
100,67,100
98,46,79
74,93,74
20,24,57
42,36,97
57,44,41
26,84,62
82,25,99
92,43,92
72,95,42
95,33,25
100,56,82
55,79,88
23,52,46
76,77,98
80,40,34
94,90,54
61,84,45
54,77,24
38,66,34
52,32,24
46,49,74
86,86,64
84,64,94
79,88,63
99,94,83
51,49,89
58,48,63
66,43,48
24,99,47
20,62,51
46,81,79
41,43,70
70,38,61
73,67,96
74,45,34
97,85,46
96,25,63
49,40,65
58,98,33
53,24,63
77,95,56
56,57,41
36,49,55
58,64,78
31,94,53
45,28,32
61,43,69
56,40,32
90,69,68
77,23,95
33,54,95
62,53,78
28,54,39
76,74,47
93,33,30
66,26,81
94,25,64
76,49,32
31,45,32
99,23,20
37,40,99
41,29,73
33,72,72
57,24,39
42,49,31
84,56,40
67,55,25
48,36,28
50,33,38
87,39,25
94,42,46
29,92,38
90,22,73
20,79,35
57,26,31
42,62,43
75,31,87
54,84,61
97,20,84
95,80,80
37,36,53
66,87,52
76,92,28
57,76,55
58,71,29
61,43,39
67,44,95
97,67,81
79,83,84
73,59,48
60,54,95
37,33,32
90,55,69
39,56,76
30,25,49
63,84,77
22,98,57
24,81,95
75,23,68
77,46,99
94,89,60
35,32,80
66,23,50
25,40,32
75,55,51
35,58,85
27,44,78
59,99,67
55,69,77
31,39,92
91,87,93
51,59,43
96,22,51
94,30,56
73,60,60
32,80,29
93,54,56
61,55,65
69,39,43
81,36,81
37,60,100
44,67,53
28,30,95
35,44,77
63,39,79
48,85,75
88,33,61
60,70,91
65,83,56
30,48,36
22,45,83
68,60,73
49,44,79
37,96,44
45,95,48
60,38,33
38,30,80
37,56,61
28,42,33
63,83,46
79,74,82
29,22,95
36,90,85
90,74,83
48,29,44
77,89,52
97,62,25
61,59,66
26,41,56
81,97,57
63,26,30
27,69,29
43,93,73
29,98,97
56,76,37
22,93,56
72,25,34
91,61,29
74,43,78
48,71,29
82,92,26
99,72,72
52,48,60
65,63,56
38,60,62
24,51,38
99,88,95
71,99,83
31,88,22
43,41,78
27,88,81
70,29,26
60,24,71
54,32,28
47,67,36
82,35,39
43,39,56
33,68,49
37,63,62
38,84,78
23,58,59
44,91,20
98,78,28
45,83,96
31,85,82
72,94,42
41,37,54
91,93,56
23,24,70
90,31,94
35,51,41
39,76,92
90,91,35
61,43,36
71,82,20
97,55,55
52,86,42
100,51,50
67,83,20
89,47,60
63,33,63
63,71,75
29,56,24
88,35,82
77,86,72
21,97,66
99,66,99
54,95,98
44,26,77
37,90,35
39,86,72
85,31,50
80,31,68
92,21,31
76,62,66
79,71,57
86,40,38
97,26,52
89,69,61
26,98,78
48,33,44
59,21,91
26,71,82
69,97,84
38,46,96
50,83,25
60,84,52
100,73,71
89,37,81
33,56,60
84,26,94
60,41,23
69,45,39
47,66,42
31,66,45
54,53,100
24,72,60
65,36,54
36,45,31
37,21,50
49,56,40
24,99,99
64,73,37
36,99,24
98,26,92
36,77,59
39,27,39
90,56,58
26,60,21
66,22,57
66,68,59
43,41,80
21,60,21
95,70,65
45,91,21
20,21,22
35,44,28
89,73,64
48,82,77
26,96,52
83,62,67
33,77,32
84,82,87
57,68,53
79,47,22
66,75,31
77,20,55
60,57,62
77,46,39
91,84,48
55,65,74
64,43,25
32,33,20
37,22,59
20,22,25
87,21,53
42,97,88
74,92,95
75,55,84
57,44,21
92,81,27
62,21,91
96,41,75
51,68,75
66,72,84
56,93,80
21,68,38
79,77,35
73,43,59
20,74,95
27,72,95
47,39,27
38,36,26
83,71,41
34,91,73
99,60,87
21,80,36
36,63,73
70,75,74
82,95,57
88,88,71
27,23,47
28,52,63
32,71,56
91,55,66
30,66,44
37,27,50
84,56,26
100,80,31
52,69,27
31,92,40
34,49,36
65,89,25
31,34,64
87,86,70
48,27,54
81,75,81
68,36,91
52,59,29
59,39,37
33,20,94
40,48,89
93,43,39
80,26,100
89,39,77
32,68,22
85,84,46
87,70,30
44,77,60
87,70,48
25,76,22
48,73,50
32,35,39
50,71,46
92,32,45
40,50,50
95,27,27
41,28,24
30,68,29
57,36,80
83,63,25
33,29,25
95,53,66
31,24,42
86,50,74
88,88,69
28,58,84
92,96,65
67,31,65
44,28,59
57,65,88
24,67,95
61,100,98
53,25,72
50,42,58
77,87,77
95,63,69
50,59,37
99,70,44
26,59,79
22,23,81
21,97,79
84,33,76
93,20,50
70,20,73
40,97,43
82,61,70
57,98,57
25,75,37
37,69,67
70,84,45
50,29,80
60,26,36
67,22,47
84,31,100
100,80,78
74,47,55
35,42,25
40,33,82
51,56,84
35,84,52
72,65,59
61,94,30
89,72,87
47,64,76
31,43,76
21,36,89
60,21,90
66,91,61
27,96,50
71,78,28
47,89,95
44,54,50
61,23,75
90,66,49
65,48,40
67,77,41
28,90,88
28,73,66
34,48,84
38,57,84
20,71,33
38,34,74
70,82,30
64,46,22
62,97,29
71,61,46
31,59,37
90,65,61
64,62,22
64,39,80
92,44,22
98,81,22
79,23,21
68,86,58
47,70,36
90,43,92
28,25,68
42,36,50
40,31,36
41,86,28
60,56,95
77,73,43
32,67,96
36,99,69
74,98,27
50,27,87
35,22,90
73,27,33
47,61,87
49,24,20
62,22,30
20,78,74
63,47,24
72,45,99
49,35,67
57,25,71
58,61,37
44,66,42
35,90,98
22,88,78
24,96,26
95,45,97
31,96,91
91,31,86
75,69,37
78,44,97
45,59,92
57,76,94
49,75,92
56,34,26
93,67,23
27,28,38
32,44,41
42,37,52
26,26,79
88,64,50
44,81,53
97,58,46
73,93,24
35,66,24
29,55,24
21,89,31
33,68,61
68,66,91
57,61,89
73,25,57
92,62,31
55,25,51
30,72,69
50,70,62
79,80,22
98,52,51
46,60,79
55,23,48
32,46,52
61,82,51
47,21,48
46,62,77
24,54,86
61,96,60
93,38,55
73,47,61
27,54,68
77,63,41
80,73,66
33,67,37
94,99,96
29,87,38
22,55,88
30,72,31
72,56,69
70,90,45
54,57,24
58,82,54
61,93,37
71,73,81
86,32,50
67,43,39
98,65,48
68,90,69
78,54,47
92,61,25
98,88,99
36,69,53
72,83,74
77,65,57
40,23,100
42,83,51
81,87,82
39,70,54
99,88,51
20,33,49
95,87,53
45,42,47
83,68,66
81,73,90
49,29,84
52,98,36
75,71,36
87,50,71
68,79,100
25,64,85
50,94,77
45,52,21
45,84,92
43,44,53
39,39,30
48,95,78
73,52,27
60,24,30
92,33,34
69,40,33
74,96,26
34,20,65
89,49,83
80,30,30
75,59,95
50,99,82
29,69,67
80,92,90
97,38,75
96,92,33
91,94,47
98,53,23
55,25,25
74,59,56
40,77,39
91,90,24
53,82,51
65,41,81
66,98,58
38,20,49
98,99,99
30,50,94
92,73,85
67,84,66
44,49,92
24,88,55
81,70,68
46,94,92
87,30,62
88,70,26
34,63,51
43,66,92
58,28,53
61,45,55
33,65,71
49,86,45
63,54,89
39,45,85
70,27,30
78,98,92
23,88,80
38,79,87
67,80,61
83,51,81
56,50,79
57,61,84
39,58,91
93,98,79
30,30,68
66,94,48
98,42,78
40,21,79
72,95,45
74,89,27
70,51,48
56,66,56
21,50,95
24,69,20
95,21,34
55,75,85
41,35,71
23,45,33
55,23,26
79,39,63
21,85,21
60,67,69
81,75,64
67,25,40
63,62,32
29,86,38
88,40,22
23,74,100
