# temperature,rainfall,humidity
82,21,40
76,76,93
47,24,81
30,90,87
94,36,22
76,78,25
42,33,36
23,20,73
81,88,58
66,38,23
89,78,38
81,93,70
20,20,39
35,92,60
34,48,93
45,77,52
34,76,40
66,32,69
89,68,21
25,80,25
81,60,98
96,61,22
53,70,39
80,61,93
74,100,26
43,72,97
47,47,97
22,88,56
100,29,35
31,98,57
23,75,30
46,81,67
24,39,75
35,85,45
32,80,86
57,37,50
28,38,98
33,75,62
97,96,71
21,32,22
69,21,48
85,53,28
50,89,61
66,88,69
62,72,41
100,97,45
55,35,50
57,70,23
36,92,32
64,27,75
45,87,84
40,64,46
72,87,20
99,23,43
57,21,69
93,51,20
80,43,73
46,36,58
99,78,27
61,93,59
87,43,26
84,75,34
53,40,33
66,88,50
31,85,83
48,100,22
38,58,86
21,79,84
52,46,36
35,61,42
49,28,23
23,22,66
35,36,76
35,26,67
68,77,98
39,55,45
69,34,76
58,20,36
26,28,59
68,20,39
31,95,33
64,21,33
35,59,99
39,49,70
65,23,71
93,64,45
64,68,64
46,85,66
40,99,21
34,32,77
67,52,69
62,49,65
20,98,55
32,22,87
25,99,65
44,86,91
51,63,54
69,26,45
40,37,76
67,68,74
92,69,37
44,72,67
31,68,79
66,96,98
46,96,51
43,99,77
81,71,57
82,99,31
29,74,54
37,93,69
23,52,41
35,57,20
72,74,83
46,79,43
100,94,29
51,55,42
33,86,59
37,32,85
23,74,62
77,56,51
28,55,49
69,75,91
50,61,47
76,98,98
71,35,33
76,73,72
80,77,82
84,86,58
50,34,98
69,31,48
56,99,85
45,67,97
37,82,65
83,25,77
57,50,67
71,66,95
64,27,86
27,79,21
35,94,69
23,65,82
51,50,28
91,52,59
75,57,75
66,64,37
58,48,71
39,58,38
83,100,52
76,64,61
37,42,65
65,96,74
49,66,35
42,28,62
71,81,53
89,92,65
70,88,21
46,37,75
49,32,94
73,65,54
26,96,98
89,28,95
47,52,75
75,88,65
73,37,76
28,86,67
75,65,91
61,98,42
34,49,65
83,93,78
58,49,49
55,81,25
61,20,95
87,69,52
39,67,94
74,94,70
40,72,55
94,31,42
47,79,55
69,42,72
26,36,66
23,64,77
82,53,69
38,93,46
68,48,49
20,43,32
21,53,22
46,64,55
50,75,92
68,53,71
50,54,74
68,97,42
80,73,38
74,21,56
61,48,25
44,40,70
23,45,55
85,69,42
56,87,75
43,96,89
23,31,45
67,80,25
72,28,60
32,97,80
52,55,73
30,56,85
48,49,34
80,44,91
51,70,60
71,70,95
48,95,26
71,66,40
63,33,84
83,45,52
94,64,85
85,58,74
37,47,30
