# temperature,rainfall,humidity
57,98,28
51,51,22
50,79,20
85,73,55
83,77,95
43,67,36
65,92,87
61,74,23
96,45,62
36,93,67
50,80,30
84,35,97
69,46,61
30,33,31
91,38,22
73,55,76
91,26,67
70,52,95
41,34,35
55,56,72
46,94,75
71,96,46
82,95,64
45,39,63
67,69,68
67,54,56
90,32,81
73,53,20
61,49,40
21,72,64
87,53,23
20,63,28
42,38,77
25,68,53
88,76,32
21,39,99
79,23,35
69,55,48
32,42,74
39,80,64
35,73,94
62,61,50
20,51,99
82,21,68
62,97,71
29,48,72
77,98,36
63,41,57
35,40,38
83,83,57
38,64,57
98,30,53
50,38,93
75,23,41
96,76,63
79,39,62
34,48,51
52,62,25
85,30,72
25,53,40
92,29,100
82,55,93
61,60,45
26,37,22
55,75,28
95,74,96
23,96,74
56,34,25
65,25,20
42,100,58
30,72,73
88,31,96
38,65,69
77,92,25
72,30,79
99,76,44
27,40,66
94,20,68
27,33,42
29,65,65
33,41,22
69,84,51
58,66,82
56,27,93
68,23,70
42,29,83
98,68,73
55,81,21
47,25,55
25,71,75
60,69,33
83,98,47
55,88,46
89,36,97
93,76,52
41,87,75
42,30,46
94,45,75
37,88,32
52,52,98
62,70,85
58,70,97
89,29,84
94,66,31
39,51,57
29,50,95
22,73,33
65,72,87
38,51,82
61,94,90
43,85,95
61,49,30
59,29,97
27,35,90
21,46,91
46,48,76
64,97,99
80,67,86
40,96,49
33,26,20
96,48,20
86,36,21
42,57,97
20,81,22
35,95,26
76,66,98
62,41,63
34,99,97
70,77,49
79,47,73
80,31,83
35,33,56
79,22,48
97,25,79
35,98,76
55,35,71
38,43,60
86,51,90
67,45,97
98,49,52
52,52,31
51,80,31
95,33,23
99,100,41
39,92,25
50,93,71
61,58,74
73,30,56
68,30,85
84,29,46
56,44,73
30,45,28
98,100,79
29,89,29
74,67,61
45,41,93
52,83,61
23,39,89
100,96,49
30,54,49
42,55,38
100,55,26
32,92,78
62,80,71
57,98,21
53,50,25
72,24,38
59,38,86
30,97,41
57,100,93
65,84,25
48,74,49
44,41,40
53,99,37
20,53,96
89,37,87
44,87,60
56,100,38
36,83,66
78,34,39
100,67,55
84,30,52
73,34,45
86,34,46
25,83,89
49,26,47
60,59,37
56,90,44
24,68,45
21,34,77
51,50,21
42,61,95
35,89,43
92,72,92
53,88,81
39,73,62
34,27,25
77,92,65
47,47,25
90,84,21
58,42,98
22,86,32
58,80,27
67,53,47
90,100,63
28,81,35
45,84,28
97,90,69
20,44,44
48,51,83
75,28,42
63,59,75
22,62,95
38,79,73
82,25,65
59,93,74
72,90,48
100,53,76
59,22,34
32,100,22
73,68,77
57,26,20
43,76,64
90,29,47
53,75,45
84,93,62
93,60,38
61,53,88
71,33,48
94,99,61
41,28,52
51,55,88
68,86,32
51,55,83
58,93,79
83,31,41
32,62,80
64,23,73
87,27,54
22,33,67
66,52,65
48,72,52
62,30,94
71,45,98
75,22,22
95,68,58
47,42,97
94,98,41
58,44,21
27,75,98
89,31,45
79,20,92
45,45,60
84,75,40
80,43,34
43,100,86
81,99,77
85,23,39
44,98,46
50,72,63
73,66,27
89,22,33
72,47,29
54,55,54
42,23,71
98,59,37
66,30,31
61,85,64
23,76,90
20,92,50
77,45,24
21,50,46
35,46,54
31,51,96
73,29,55
42,61,88
73,44,83
85,72,63
73,90,92
89,58,51
44,55,67
83,32,64
92,92,55
86,43,95
65,50,99
60,60,67
35,54,36
75,80,32
26,77,74
45,29,86
74,94,89
73,74,56
73,63,91
80,23,73
57,99,58
66,78,58
45,35,97
50,41,98
29,58,39
63,90,41
75,57,92
80,61,79
76,61,46
94,87,85
60,53,100
74,76,84
32,20,22
66,64,46
84,75,23
89,66,55
49,75,27
75,45,77
20,20,37
93,20,38
86,55,71
77,89,74
68,82,70
98,74,46
84,49,80
87,61,28
75,90,53
90,86,76
29,33,21
57,99,57
54,44,51
33,78,69
72,66,73
61,31,72
91,56,26
58,23,54
63,64,47
61,79,97
47,56,93
89,95,20
68,77,83
63,60,62
54,55,87
24,73,20
29,94,29
77,38,49
27,33,100
76,20,59
33,69,57
77,94,43
87,38,77
61,46,55
43,96,71
40,31,38
95,58,40
40,83,48
55,54,66
53,48,92
46,76,96
26,60,75
26,24,53
28,45,90
42,82,83
65,65,78
98,28,34
71,85,61
63,37,91
84,67,80
89,23,67
74,79,23
67,76,57
24,45,20
64,50,32
69,31,43
28,20,30
69,41,57
39,71,26
44,64,51
45,91,77
33,69,65
36,25,40
84,98,26
85,26,74
45,56,58
78,46,50
49,70,41
99,80,20
56,88,99
98,51,32
33,66,70
54,84,86
48,64,59
21,72,67
96,27,63
26,25,84
51,29,46
79,85,47
60,20,31
95,48,27
44,65,23
41,87,49
64,50,56
30,20,32
52,59,46
49,96,30
60,41,20
70,25,46
80,21,35
99,39,78
68,34,26
43,60,36
73,37,50
40,34,48
98,88,77
73,58,36
67,60,43
20,83,92
41,65,82
85,68,39
75,59,83
95,67,69
79,42,51
78,95,21
85,81,50
59,78,59
92,56,86
79,69,59
53,95,96
54,34,96
34,37,63
21,20,72
73,20,39
94,26,83
71,23,35
28,79,93
38,43,87
77,28,48
57,60,40
90,65,70
57,87,40
95,44,35
54,57,97
61,28,45
77,76,64
47,64,86
52,33,55
52,35,98
65,35,69
43,29,63
60,92,21
90,43,71
50,90,75
30,83,38
32,63,91
43,72,25
51,88,74
82,99,81
44,54,97
85,54,78
54,76,78
47,70,25
85,88,27
78,31,67
51,52,26
94,71,61
61,66,43
24,94,56
38,32,76
78,100,61
87,71,49
55,49,41
72,98,46
70,87,82
83,50,53
83,74,75
26,83,34
70,68,42
45,31,36
29,65,90
98,63,27
97,66,34
68,73,35
74,76,58
61,29,97
45,96,95
33,38,26
89,41,59
56,48,63
51,75,73
73,33,27
73,82,83
37,35,58
84,54,88
65,26,26
30,78,36
81,37,73
85,58,43
99,68,56
77,56,23
62,52,91
85,43,81
60,69,38
56,59,49
93,75,77
41,41,95
80,21,70
33,49,34
96,81,46
87,98,66
84,21,57
44,94,99
77,50,83
89,67,29
69,78,52
99,87,54
20,92,80
43,90,69
75,33,30
66,97,75
66,61,46
47,55,57
70,40,26
71,63,47
71,88,35
34,72,98
76,41,37
32,65,50
71,67,56
91,30,99
75,51,48
80,88,90
74,73,45
52,36,65
58,49,55
58,44,47
90,73,70
46,35,59
46,96,41
69,89,71
70,44,83
75,30,29
61,61,41
28,40,58
75,62,75
55,63,62
40,25,63
85,43,38
87,48,66
21,39,28
58,92,87
44,77,55
42,84,43
30,72,73
78,49,82
91,79,47
63,66,32
48,53,49
89,78,47
21,73,70
53,71,93
27,50,96
35,65,92
47,94,52
23,32,60
56,79,54
57,22,62
54,65,20
99,88,93
38,64,87
38,49,79
78,29,65
65,94,32
77,50,73
73,25,48
22,58,24
91,48,91
38,53,94
75,54,36
62,65,61
53,79,60
99,26,31
56,73,56
30,57,60
72,55,89
30,55,80
38,44,70
70,94,87
37,51,33
33,83,50
67,45,63
54,44,33
74,97,52
86,74,36
52,93,90
81,47,32
86,97,53
97,30,57
86,48,44
95,30,83
79,91,91
61,76,35
42,82,32
23,84,28
79,44,92
49,35,58
25,29,99
31,49,25
87,81,38
82,70,24
59,34,35
38,34,71
79,61,64
96,60,27
77,36,29
53,26,84
86,36,90
81,75,64
29,84,62
37,86,100
56,61,81
48,44,57
53,72,97
70,55,97
88,27,98
82,83,49
98,36,28
40,27,36
57,65,40
50,49,86
60,59,29
30,30,45
100,59,30
99,43,82
39,52,25
65,51,72
60,72,90
63,87,92
27,43,66
87,80,48
65,94,41
21,28,24
77,91,81
88,47,29
46,54,78
49,34,66
73,37,51
55,47,75
39,58,43
63,91,47
24,77,25
30,62,31
82,99,21
64,91,39
80,96,82
28,96,43
53,85,94
54,43,45
82,79,62
68,61,47
98,70,60
99,46,45
20,58,42
36,80,66
100,36,76
22,99,29
26,49,66
40,33,84
49,21,54
74,95,53
99,81,67
44,89,68
42,30,68
33,66,25
21,41,24
24,24,25
32,42,71
91,46,54
63,44,42
36,92,81
35,91,34
48,70,97
26,88,99
94,95,96
67,52,55
84,48,46
36,56,43
91,75,91
76,58,33
64,20,57
54,82,31
78,83,47
29,86,61
80,35,34
87,99,74
51,27,43
55,54,76
43,87,64
93,79,69
70,77,48
25,22,30
35,75,49
92,95,59
40,52,41
72,62,59
39,26,90
49,91,96
45,25,70
23,27,40
75,66,93
24,94,46
20,44,76
64,78,62
53,75,92
64,96,31
97,70,75
74,45,53
26,36,52
82,97,29
90,85,91
61,83,67
36,67,74
31,88,55
91,59,31
33,99,27
62,25,59
48,62,73
25,76,78
53,28,36
20,60,50
98,50,56
67,48,51
49,34,62
85,73,60
99,92,22
29,77,47
55,70,22
60,88,51
68,20,88
96,26,30
57,88,71
43,20,100
86,80,23
70,29,54
