# temperature,rainfall,humidity
27,49,71
50,77,22
91,30,87
38,100,79
97,92,62
93,70,94
66,57,68
51,67,44
30,34,23
32,100,70
45,75,24
52,63,89
82,28,81
55,44,45
84,56,63
94,84,65
38,82,50
98,24,36
32,31,61
68,49,72
97,86,84
37,41,62
90,72,98
99,20,81
37,80,76
96,24,79
52,28,25
69,67,40
48,79,21
58,36,72
35,89,69
46,54,76
41,60,48
76,71,80
44,83,56
46,88,40
21,43,48
58,20,44
94,69,78
71,43,33
31,65,64
68,99,78
39,39,39
34,80,94
76,72,61
87,97,96
85,94,87
77,63,88
69,93,25
82,100,59
72,60,82
52,74,43
73,80,100
44,70,54
46,60,66
61,60,83
80,97,83
90,77,84
90,55,95
74,93,72
33,21,42
69,74,78
50,75,73
91,46,86
31,81,65
80,83,50
90,96,88
66,54,86
38,32,61
36,80,78
61,87,94
66,45,23
86,86,54
38,60,50
45,41,65
50,66,49
70,62,90
93,38,89
72,88,38
79,25,60
94,38,23
59,95,63
62,75,54
88,40,22
40,27,85
72,86,61
78,79,33
43,47,90
82,41,91
22,41,86
29,88,43
32,99,65
35,95,55
48,21,96
65,92,63
34,40,83
77,20,24
55,25,37
50,24,65
33,51,70
64,33,34
20,58,48
50,65,44
58,33,33
88,88,99
50,22,57
39,32,47
100,92,66
91,30,65
56,41,20
44,85,22
35,53,85
39,77,31
100,22,70
59,66,89
52,52,46
37,76,26
78,71,59
23,92,69
80,22,68
90,23,80
91,24,40
93,95,98
29,30,81
73,65,24
63,33,50
66,64,30
34,68,77
45,60,58
78,33,53
34,70,38
60,20,23
61,56,31
75,79,81
75,29,25
56,54,26
52,76,54
97,30,90
90,67,78
76,38,57
46,74,56
82,74,23
24,93,43
57,28,39
88,78,20
59,73,69
56,89,98
37,84,33
95,35,37
39,77,81
94,22,93
66,67,100
39,100,54
52,60,32
53,34,39
86,30,59
85,21,65
32,95,67
67,59,49
80,43,38
39,33,63
77,53,44
31,30,81
20,59,20
49,88,39
62,52,78
84,95,63
57,78,88
56,68,65
23,89,94
69,86,62
74,31,54
60,87,53
47,62,41
32,75,63
87,20,35
46,66,72
59,28,62
37,24,88
49,35,51
75,34,46
39,81,89
31,84,74
56,82,22
62,89,51
30,38,76
69,76,36
92,58,100
68,27,50
40,64,92
51,69,83
79,61,43
42,58,38
52,24,97
76,42,67
74,44,56
82,53,36
65,98,36
35,47,86
50,78,66
62,26,85
27,30,69
100,84,81
36,52,41
44,58,64
45,22,91
48,39,36
57,61,69
72,73,64
21,32,41
65,83,50
53,87,28
45,70,98
76,28,41
97,20,69
34,59,93
36,32,46
73,55,52
80,65,86
94,59,93
69,54,33
35,21,96
55,52,39
52,87,91
50,30,96
45,77,33
46,39,26
87,43,100
62,47,87
56,99,33
81,86,51
54,34,93
99,92,73
38,93,20
94,23,58
75,86,90
95,60,61
52,96,41
92,41,65
42,44,34
97,95,86
99,73,50
54,56,26
41,77,58
62,54,51
81,23,34
63,51,88
80,87,94
22,71,35
71,91,90
38,24,94
62,74,99
34,29,53
66,87,39
82,62,26
66,41,85
75,38,31
53,95,43
76,47,61
29,77,54
68,67,25
94,42,90
47,57,91
26,44,32
66,67,82
90,95,93
38,33,21
71,55,70
74,85,61
99,73,67
20,42,44
73,98,50
22,48,23
96,26,66
37,45,84
60,75,21
57,71,38
63,61,55
73,23,35
42,38,20
60,83,55
24,85,58
32,98,27
56,22,21
67,31,70
83,96,20
79,56,84
72,93,60
65,81,86
20,82,100
52,66,96
99,66,84
25,49,87
74,69,45
98,23,80
54,83,26
66,96,68
78,71,23
26,55,75
46,47,93
23,36,47
58,60,58
49,47,78
88,41,84
93,42,74
95,51,81
57,42,89
98,90,75
74,49,46
43,35,24
28,61,77
66,49,100
24,31,92
51,91,51
39,50,70
57,65,76
86,84,61
50,50,51
77,55,47
44,92,30
55,70,40
23,58,87
36,33,94
79,24,29
72,57,62
25,67,44
68,39,82
98,44,90
71,39,40
63,49,49
55,58,24
27,73,75
72,51,51
74,22,27
73,55,24
70,80,73
76,54,51
22,30,46
44,60,72
81,44,44
70,35,91
90,31,42
69,37,81
46,98,66
51,33,36
53,77,95
59,80,83
37,30,40
43,91,70
29,71,75
60,54,91
30,58,64
82,51,80
79,41,28
37,69,24
48,85,56
21,96,64
39,37,42
61,96,31
99,97,70
57,50,59
50,46,42
40,50,23
22,37,83
29,54,86
76,59,29
59,84,69
49,58,71
50,61,76
27,60,52
20,55,26
21,94,88
91,59,73
20,55,57
37,50,85
50,43,56
90,78,86
56,86,92
69,22,57
88,87,87
49,72,47
60,42,41
44,59,78
39,25,87
94,44,76
38,69,81
72,69,80
22,95,51
46,93,74
89,45,75
60,58,39
72,76,73
92,48,57
90,67,20
38,37,67
79,93,28
39,60,53
78,49,70
28,68,78
27,82,46
58,48,34
24,21,91
42,82,58
45,82,51
85,21,59
35,89,34
82,74,72
96,57,44
79,63,82
48,84,46
88,59,23
50,73,87
25,62,60
84,72,100
95,52,59
95,45,80
37,90,75
37,45,38
36,45,81
76,28,71
61,53,90
84,90,99
50,100,23
43,58,38
66,85,61
81,72,36
64,26,37
58,44,76
57,75,54
75,86,84
60,24,27
97,76,40
48,74,57
61,49,38
70,21,31
28,44,65
58,90,24
63,24,31
26,87,72
20,62,29
67,67,40
81,81,29
71,27,46
60,94,91
39,76,90
93,63,72
47,66,35
67,92,84
30,24,27
48,88,75
85,94,31
50,37,83
88,21,58
42,31,85
89,55,68
38,72,75
63,32,94
99,86,73
99,44,70
59,20,45
37,93,73
20,45,92
80,27,33
75,28,64
93,70,22
29,26,87
66,33,61
70,84,71
27,46,40
94,93,52
65,98,36
62,46,58
72,32,60
57,99,92
100,30,85
56,59,23
24,42,56
76,39,24
99,30,53
61,80,83
72,92,42
48,56,34
66,50,84
64,35,62
28,55,34
55,23,49
70,88,87
91,52,78
52,75,60
22,24,33
99,60,74
72,30,89
42,26,81
89,37,56
36,67,39
51,96,80
70,21,37
36,33,31
87,94,34
21,28,66
68,44,27
50,40,20
30,90,24
65,41,90
22,92,91
51,78,20
26,49,100
48,39,29
75,88,56
29,36,77
38,66,46
51,88,38
39,40,26
48,68,50
30,100,64
85,37,25
61,81,92
88,96,73
72,43,58
39,41,65
66,48,52
40,60,59
96,22,80
51,65,82
36,50,39
55,30,48
83,45,41
45,43,24
20,51,91
49,73,99
33,100,73
22,20,98
50,90,27
71,21,85
77,98,27
87,82,34
96,53,45
41,64,45
99,76,94
100,72,45
43,62,42
97,83,44
