# temperature,rainfall,humidity
45,75,73
45,61,73
33,98,53
87,45,61
64,48,73
68,63,63
50,39,68
96,72,23
25,38,28
36,25,89
87,76,25
98,50,40
31,37,47
98,98,85
93,81,94
95,39,92
88,99,25
85,44,34
80,36,51
64,55,73
74,51,75
29,50,25
36,50,58
59,95,96
66,96,43
60,45,39
69,87,36
20,65,89
88,33,20
94,52,91
36,91,39
43,70,36
84,59,53
32,72,63
96,24,36
51,36,75
100,87,82
97,71,61
81,35,20
98,36,79
97,47,77
98,39,39
88,41,21
44,97,69
36,98,59
21,58,77
96,82,55
41,40,36
94,100,64
66,20,20
25,21,64
53,30,86
65,27,23
93,61,79
93,85,33
22,89,29
83,79,56
69,95,67
57,41,71
31,46,63
62,24,84
68,69,98
86,81,74
67,90,98
24,40,97
98,65,81
91,23,41
75,88,62
52,40,69
87,87,46
33,42,44
25,31,68
30,36,61
75,66,45
30,76,48
59,59,94
36,57,68
59,50,39
70,73,61
30,27,87
83,25,80
81,80,98
43,75,44
66,97,64
49,28,40
20,38,48
23,85,40
99,26,23
46,79,94
47,76,76
52,69,59
61,67,24
66,36,62
60,36,50
88,88,88
73,46,77
59,95,85
43,71,36
35,42,92
76,83,22
94,62,37
52,65,68
86,93,95
28,33,20
64,90,39
70,63,34
29,67,26
48,100,92
26,79,57
72,83,96
99,53,97
22,62,40
76,52,76
41,88,43
69,52,21
60,28,96
71,73,43
79,61,83
69,70,64
100,62,71
89,90,94
53,60,96
90,88,100
56,94,80
67,31,57
51,63,56
84,74,25
31,34,68
53,75,62
94,89,55
88,43,58
36,73,57
26,47,81
78,30,95
41,44,58
47,29,24
65,26,32
51,97,24
21,50,99
35,22,47
96,93,50
71,26,98
22,26,93
93,38,49
91,63,92
40,28,61
68,60,66
49,33,51
62,73,82
84,40,80
100,30,100
88,81,45
54,23,49
23,98,89
53,40,100
96,62,44
27,69,84
29,41,53
79,61,21
85,38,56
40,44,32
86,31,68
86,82,57
92,84,72
37,40,66
88,74,79
90,87,29
49,80,40
54,66,94
86,67,68
83,51,52
100,54,29
88,88,75
35,85,39
95,24,86
64,37,44
22,97,22
92,36,20
53,58,54
33,93,64
80,92,84
25,28,77
96,68,89
96,38,45
42,94,90
100,27,78
83,60,73
25,63,66
68,76,46
69,53,21
23,34,75
85,74,47
30,33,88
37,74,39
59,28,91
72,81,65
93,53,98
52,73,65
36,58,41
57,66,32
60,28,23
96,46,38
60,54,63
31,60,54
76,27,20
67,38,84
59,61,59
27,42,84
79,36,85
45,50,94
40,35,30
63,91,90
57,67,38
65,74,66
31,23,38
100,85,51
51,67,86
41,86,48
100,41,57
28,82,64
75,88,27
70,25,92
44,63,97
78,21,95
99,27,42
66,35,21
98,60,72
47,33,85
72,25,55
97,50,80
51,32,57
75,41,97
40,71,79
52,61,24
72,34,61
39,94,84
100,34,64
78,98,32
91,62,48
41,30,98
51,24,85
52,39,25
38,49,69
68,63,70
20,35,100
31,36,78
29,32,87
26,31,25
77,46,38
33,82,65
61,77,62
55,77,97
82,23,87
28,48,27
71,44,74
36,55,75
92,66,23
36,84,31
97,69,34
65,59,61
36,67,82
86,35,20
66,29,68
33,67,35
33,63,86
45,47,63
94,57,89
51,21,73
60,57,51
24,36,35
75,48,55
46,38,50
54,93,67
28,71,44
22,37,47
35,56,42
69,24,83
23,100,27
98,27,25
61,63,36
97,79,38
88,60,63
77,49,100
25,24,27
66,51,52
49,47,77
66,37,51
24,68,31
52,27,90
20,55,66
44,84,78
82,56,48
77,47,68
56,55,89
99,93,52
35,52,47
100,51,76
64,33,84
52,91,50
59,45,99
90,87,100
31,85,53
78,36,75
53,34,45
73,98,71
26,85,64
52,32,73
76,33,60
98,100,50
30,38,54
69,43,70
84,78,40
72,49,60
78,30,53
97,82,94
74,60,47
48,54,50
94,98,61
36,51,80
75,30,45
60,35,32
96,83,40
95,72,31
73,92,77
60,21,83
53,64,86
88,26,34
84,78,78
35,46,39
60,45,34
32,90,74
59,90,36
39,31,28
67,67,62
54,54,24
34,72,97
42,41,21
68,60,46
42,100,75
67,74,49
67,40,88
20,92,61
21,79,23
27,21,61
88,52,95
76,40,33
62,95,56
49,95,30
82,57,45
85,35,50
22,24,99
45,29,60
31,50,29
21,85,54
32,72,70
33,70,56
44,79,51
56,21,41
83,88,69
74,64,76
37,64,94
30,65,45
29,93,81
80,94,62
71,25,23
87,79,65
68,34,55
99,37,23
66,89,61
100,35,88
50,50,53
68,42,44
58,76,86
49,29,80
55,35,95
81,82,43
25,95,78
60,42,53
32,100,82
55,88,76
86,61,27
41,92,24
41,28,58
34,63,31
57,28,44
80,75,82
74,59,59
42,71,92
28,94,42
68,55,36
22,50,48
20,53,99
99,26,68
78,99,57
42,34,50
37,96,59
73,95,78
72,71,65
33,87,85
97,99,97
58,66,82
55,67,28
34,32,41
61,21,83
23,28,85
46,47,68
68,99,54
24,56,48
51,28,67
37,100,49
27,79,40
68,42,52
51,31,21
65,87,20
82,70,43
29,44,64
82,47,51
53,33,58
42,29,78
80,22,88
32,24,80
21,45,95
83,74,59
24,71,23
57,68,56
56,85,70
53,74,35
86,81,77
59,92,24
90,100,73
60,67,47
52,37,47
28,48,70
99,45,66
53,88,98
73,94,53
89,68,100
68,35,86
29,46,37
75,22,59
29,75,34
63,66,54
62,94,85
63,40,63
31,54,41
83,56,20
62,45,65
47,40,77
23,85,24
95,40,75
25,92,34
44,60,76
50,51,78
66,97,33
62,63,78
79,39,41
42,25,100
52,86,48
88,55,32
63,90,44
99,47,86
48,79,87
100,64,66
49,94,60
78,64,69
79,87,66
77,20,35
96,50,29
35,38,49
34,91,27
95,32,21
98,53,50
38,97,76
38,43,58
90,96,66
58,91,97
74,42,52
61,70,33
68,44,78
65,46,26
56,80,91
70,86,47
21,83,36
80,25,95
32,44,99
61,41,81
70,54,53
88,100,84
49,60,69
28,37,25
64,23,97
41,73,41
50,66,47
93,57,55
37,89,62
87,63,22
68,22,63
71,76,88
40,68,33
94,73,41
44,54,76
69,74,69
28,68,78
69,96,90
34,80,40
76,26,100
20,64,68
59,88,61
49,28,70
35,76,90
50,87,46
37,85,34
31,87,96
54,72,54
41,86,35
50,74,99
79,72,93
37,91,86
99,82,89
99,93,45
34,62,46
63,68,65
56,51,39
40,93,85
59,63,49
100,63,30
77,74,82
22,67,26
73,82,35
69,27,52
82,84,53
84,22,22
96,87,86
56,76,30
24,25,67
81,54,20
23,66,36
47,62,100
42,58,24
63,47,68
54,21,82
32,20,63
76,76,29
64,24,55
31,64,56
40,66,32
49,94,71
49,64,87
28,100,57
48,84,72
40,74,20
49,50,73
80,73,46
33,92,26
88,81,58
35,99,75
39,62,52
67,44,71
31,45,40
60,49,59
41,49,29
98,59,74
59,84,85
99,47,48
89,92,66
52,42,63
63,44,86
45,98,93
52,67,74
74,37,39
64,63,24
87,97,60
39,88,75
26,54,69
41,23,53
53,48,34
74,58,54
32,47,47
49,35,26
97,46,47
35,33,89
25,99,57
89,37,56
43,37,24
48,43,40
27,92,69
58,84,81
70,100,84
40,29,68
97,38,84
87,39,84
39,38,84
70,56,37
91,65,50
91,56,55
45,49,49
94,26,66
25,62,28
40,93,96
40,76,32
78,42,87
83,78,59
74,91,65
21,99,24
78,25,29
82,97,22
74,99,40
54,28,60
72,92,38
34,78,98
42,27,23
48,32,66
98,86,86
75,70,68
87,34,95
53,65,73
84,61,70
31,28,65
31,73,69
55,83,82
46,55,37
51,98,73
88,80,46
54,69,31
91,56,99
67,41,21
55,42,46
77,97,31
41,55,28
74,78,66
81,91,35
53,86,56
44,82,72
72,41,45
23,30,55
98,98,35
73,27,77
45,25,90
58,48,42
77,90,72
52,46,78
42,93,49
93,74,66
62,76,25
31,62,24
33,23,49
77,31,50
91,76,33
27,87,41
97,72,98
75,79,21
30,86,54
34,72,91
61,32,39
31,86,22
91,58,84
90,41,100
93,56,45
52,91,93
72,53,49
66,98,82
24,68,46
33,69,31
69,67,69
58,90,63
75,87,37
73,30,59
81,41,74
95,98,72
74,85,41
40,70,85
84,36,89
60,64,67
81,40,94
65,75,32
92,57,34
98,55,77
86,79,70
98,23,75
100,36,64
46,35,64
100,82,39
55,29,65
95,50,50
74,65,75
83,51,83
92,87,89
70,52,98
83,44,36
40,58,66
41,87,64
27,20,69
49,23,20
32,27,97
58,25,86
58,64,72
61,80,48
55,29,75
86,68,24
59,70,73
22,92,31
57,25,45
70,27,59
87,42,46
98,60,20
69,54,63
67,43,100
69,46,100
52,26,98
57,22,32
87,67,25
81,56,91
20,76,37
98,92,76
42,90,45
99,84,76
33,97,55
20,55,38
20,54,87
60,83,23
92,52,68
64,96,23
56,97,29
42,20,92
89,68,85
40,45,64
51,52,95
26,79,57
41,89,23
20,42,84
35,82,87
32,84,90
46,79,98
55,75,77
22,32,32
41,30,78
85,51,24
67,66,26
32,80,83
90,58,71
27,81,56
23,88,52
93,63,79
96,44,44
63,77,59
52,78,42
37,29,42
42,55,89
68,88,58
69,52,26
97,87,81
74,45,46
59,42,45
80,85,24
100,61,53
67,40,91
69,85,55
25,24,88
42,87,26
79,88,49
75,24,70
74,99,87
72,72,32
33,36,75
38,56,48
58,83,37
62,38,91
66,78,24
97,62,51
97,56,63
41,34,89
69,44,36
42,49,80
63,37,93
72,66,59
58,51,67
30,62,51
42,73,40
68,100,45
85,51,38
44,37,72
22,84,89
32,58,46
99,78,80
37,93,57
49,98,84
69,97,23
33,25,98
63,96,99
78,48,90
20,56,68
92,44,45
71,64,44
21,93,33
100,46,78
89,66,60
81,90,74
75,70,52
65,45,27
94,84,40
59,60,23
69,90,65
80,32,31
71,50,59
62,34,76
38,94,57
82,22,24
90,52,81
86,40,43
86,54,39
39,94,94
93,46,89
90,91,73
86,44,32
50,93,57
32,54,44
96,36,24
69,45,48
83,80,88
45,38,31
30,70,42
98,20,84
31,54,44
42,61,22
84,29,67
38,29,56
79,51,44
45,59,37
62,50,67
44,88,35
71,69,52
63,81,28
